2: 0.000219 in ms
3: 0.000439 in ms
4: 0.000432 in ms
5: 0.000949 in ms
6: 0.000898 in ms
7: 0.000872 in ms
8: 0.000926 in ms
9: 0.001383 in ms
10: 0.001370 in ms
11: 0.001378 in ms
12: 0.001398 in ms
13: 0.001391 in ms
14: 0.001714 in ms
15: 0.001387 in ms
16: 0.001416 in ms
17: 0.002076 in ms
18: 0.002110 in ms
19: 0.002138 in ms
20: 0.002111 in ms
21: 0.002162 in ms
22: 0.002117 in ms
23: 0.002114 in ms
24: 0.002144 in ms
