2: 0.000038
3: 0.000041
4: 0.000037
5: 0.000036
6: 0.000038
7: 0.000039
8: 0.000036
9: 0.000041
10: 0.000033
11: 0.000034
12: 0.000034
13: 0.000035
14: 0.000037
15: 0.000039
16: 0.000040
17: 0.000040
18: 0.000042
19: 0.000042
20: 0.000046
21: 0.000046
22: 0.000046
23: 0.000052
24: 0.000052
