max: 9999999, 2: 0.024806
max: 9999999, 3: 0.018160
max: 9999999, 4: 0.016424
max: 9999999, 5: 0.014759
max: 9999999, 6: 0.014010
max: 9999999, 7: 0.013393
max: 9999999, 8: 0.013080
max: 9999999, 9: 0.012548
max: 9999999, 10: 0.012535
max: 9999999, 11: 0.012177
max: 9999999, 12: 0.012165
max: 9999999, 13: 0.011814
max: 9999999, 14: 0.011706
max: 9999999, 15: 0.011430
max: 9999999, 16: 0.011334
max: 9999999, 17: 0.010980
max: 9999999, 18: 0.010921
max: 9999999, 19: 0.010636
max: 9999999, 20: 0.010463
max: 9999999, 21: 0.010046
max: 9999999, 22: 0.010053
max: 9999999, 23: 0.009524
max: 9999999, 24: 0.009662
