2: 0.000764 in ms
3: 0.002076 in ms
4: 0.002142 in ms
5: 0.002688 in ms
6: 0.003209 in ms
7: 0.003427 in ms
8: 0.002310 in ms
9: 0.003429 in ms
10: 0.003535 in ms
11: 0.004215 in ms
12: 0.003899 in ms
13: 0.004386 in ms
14: 0.003772 in ms
15: 0.004200 in ms
16: 0.003287 in ms
17: 0.004632 in ms
18: 0.004472 in ms
19: 0.005174 in ms
20: 0.004634 in ms
21: 0.004543 in ms
22: 0.004742 in ms
23: 0.005464 in ms
24: 0.004681 in ms
