max: 99999, 2: 0.000148
max: 99999, 3: 0.000112
max: 99999, 4: 0.000095
max: 99999, 5: 0.000089
max: 99999, 6: 0.000082
max: 99999, 7: 0.000079
max: 99999, 8: 0.000078
max: 99999, 9: 0.000075
max: 99999, 10: 0.000077
max: 99999, 11: 0.000078
max: 99999, 12: 0.000078
max: 99999, 13: 0.000080
max: 99999, 14: 0.000085
max: 99999, 15: 0.000087
max: 99999, 16: 0.000092
max: 99999, 17: 0.000094
max: 99999, 18: 0.000108
max: 99999, 19: 0.000098
max: 99999, 20: 0.000099
max: 99999, 21: 0.000103
max: 99999, 22: 0.000111
max: 99999, 23: 0.000113
max: 99999, 24: 0.000116
