2: 0.000791 
3: 0.002074 
4: 0.002132 
5: 0.002731 
6: 0.003179 
7: 0.003487 
8: 0.002364 
9: 0.003397 
10: 0.003466 
11: 0.004099 
12: 0.004215 
13: 0.004418 
14: 0.003711 
15: 0.004284 
16: 0.003302 
17: 0.004824 
18: 0.004224 
19: 0.005274 
20: 0.004378 
21: 0.004708 
22: 0.004830 
23: 0.005606 
24: 0.004943 
